date,Sean Hannity,Eric Bolling,Charles Payne,Harry Knowles,Lockhart Steele,Knight Landesman,Leon Wieseltier,Michael Hafford,Jann Wenner,Vince Ingenito,Matt Lauer,John Hockenberry,Donovan McNabb,Tavis Smiley,Jonathan Schwartz,Don Hazen,Rhys James,Mike Germano,H. Brandt Ayers,Robert Moore,Antonin Kratochvil,Nick Sauer,Mel Watt,Harvey Weinstein,Eric Schneiderman,Clay Johnson,Cristina Garcia,Jeffrey Klein,Corey Lewandowski,Bobby Scott,Ed Murray,Dan Johnson,Steven Wilder Striegel,Chase Finlay,Asia Argento,Rick Day,Morgan Freeman,Boyd Tinsley,Ameer Vann,John Kricfalusi,Richard DeVaul,Sam Isaly,Robert Scoble,Dave McClure,Travis Kalanick,Avital Ronell,Mark Mellor,William Jacoby,Robert Reece,Jorge Dom√≠nguez,Sean Hutchison,Brent Hamilton,Phillip Deitrich,John Kenneally
2018-03-11,0.7902639481586851,0.0,0.05084745762711865,0.02,0.01,0.0,0.01,0.00504,0.02,0.01,0.0,0.01,0.04,0.04,0.01,0.07,0.02,0.008820000000000001,0.0,0.15,0.0,0.0,0.0063,1.4832281309284627,0.0,0.02394,0.12,0.0,0.06060606060606061,0.05,0.03,0.11538461538461539,0.0,0.0,0.0,0.15,2.9664562618569255,0.01,0.014705882352941176,0.02,0.0,0.0,0.0,0.01,0.125,0.0,0.00504,0.0,0.00756,0.0,0.0,0.00756,0.0,0.01134
2018-03-18,0.9878299351983563,0.0,0.03389830508474576,0.02,0.0,0.0,0.0,0.01386,0.01,0.0,1.831145840652423,0.0,0.06,0.08,0.01,0.07,0.02,0.0,0.0,0.14,0.0,0.01,0.0,1.4832281309284627,0.0,0.02646,0.11,0.0,0.15151515151515152,0.05,0.03,0.11538461538461539,0.0,0.0,0.0,0.15,2.9664562618569255,0.02,0.029411764705882353,0.01,0.0,0.0,0.0,0.01,0.2,0.0,0.0063,0.0,0.0063,0.0,0.01,0.008820000000000001,0.0,0.0
2018-03-25,0.7902639481586851,0.0,0.06779661016949153,0.02,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.01,0.05,0.04,0.01,0.02,0.03,0.017640000000000003,0.0,0.15,0.0,0.0,0.0,1.4832281309284627,0.0,0.0189,0.14,0.016380000000000002,0.09090909090909091,0.07,0.03,0.15384615384615385,0.0,0.0,0.0,0.12,2.9664562618569255,0.04,0.014705882352941176,0.46,0.0,0.0,0.0,0.02,0.075,0.0,0.0,0.0,0.02142,0.0,0.0,0.01008,0.01134,0.0
2018-04-01,1.5805278963173701,0.0,0.05084745762711865,0.03,0.0,0.0,0.01,0.0063,0.01,0.0,1.831145840652423,0.0,0.03,0.04,0.03,0.02,0.02,0.0,0.0,0.12,0.0,0.0,0.0,1.4832281309284627,0.0,0.02394,0.1,0.0063,0.09090909090909091,0.05,0.02,0.07692307692307693,0.0,0.0,0.0,0.16,5.932912523713851,0.01,0.029411764705882353,0.15,0.0,0.0,0.0,0.01,0.075,0.0,0.0,0.0,0.0315,0.0,0.0,0.0126,0.0,0.0
2018-04-08,2.1732258574363836,0.0,0.03389830508474576,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.04,0.02,0.02,0.02,0.0,0.0,0.15,0.0063,0.0,0.00504,1.4832281309284627,0.045454545454545456,0.04032,0.11,0.00756,0.030303030303030304,0.04,0.01,0.15384615384615385,0.0,0.01,0.0,0.12,2.9664562618569255,0.03,0.029411764705882353,0.06,0.00378,0.0,0.0,0.01,0.05,0.0,0.0126,0.01386,0.01134,0.0,0.0,0.0,0.01386,0.0
2018-04-15,12.841789157578631,0.0,0.05084745762711865,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.04,0.01,0.01,0.03,0.0,0.00756,0.13,0.0,0.01,0.0,1.4832281309284627,0.045454545454545456,0.0378,0.14,0.0,0.06060606060606061,0.05,0.02,0.2692307692307692,0.0,0.0,0.0,0.14,2.9664562618569255,0.01,0.029411764705882353,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.04158,0.02268,0.0063,0.0,0.0,0.0,0.0
2018-04-22,2.5683578315157263,0.0,0.1016949152542373,0.01,0.0,0.0,0.01,0.0063,0.02,0.0,1.831145840652423,0.01,0.06,0.04,0.02,0.01,0.03,0.00756,0.0,0.14,0.0,0.0,0.0,1.4832281309284627,0.0,0.02016,0.14,0.0,0.030303030303030304,0.05,0.03,0.11538461538461539,0.0,0.0,0.0,0.12,2.9664562618569255,0.03,0.029411764705882353,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0063,0.01008,0.0,0.01,0.0,0.0,0.0
2018-04-29,1.3829619092776988,0.0,0.05084745762711865,0.02,0.0,0.0,0.0,0.0,0.01,0.01,1.831145840652423,0.0,0.04,0.04,0.02,0.01,0.03,0.00756,0.0,0.14,0.00756,0.0,0.01386,1.4832281309284627,0.0,0.07938,0.11,0.008820000000000001,0.06060606060606061,0.05,0.02,0.11538461538461539,0.0,0.0,0.0,0.13,2.9664562618569255,0.04,0.029411764705882353,0.01,0.0,0.0,0.0,0.01,0.05,0.0,0.0063,0.0,0.01008,0.00504,0.0,0.0,0.0,0.02142
2018-05-06,0.9878299351983563,0.0,0.13559322033898305,0.01,0.0,0.01,0.0,0.01008,0.04,0.0,1.831145840652423,0.01,0.04,0.04,0.02,0.01,0.03,0.0,0.0,0.12,0.0,0.0,0.0,1.4832281309284627,4.545454545454546,0.04788,0.09,0.016380000000000002,0.030303030303030304,0.05,0.02,0.07692307692307693,0.0,0.0,0.0,0.16,2.9664562618569255,0.04,0.22058823529411764,0.02,0.0,0.0,0.0,0.0,0.075,0.01,0.0,0.0,0.0,0.0,0.01,0.017640000000000003,0.0,0.008820000000000001
2018-05-13,0.9878299351983563,0.0,0.03389830508474576,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.03,0.04,0.01,0.0,0.03,0.0,0.0,0.14,0.0,0.0,0.0,1.4832281309284627,0.3181818181818182,0.03024,0.12,0.00756,0.030303030303030304,0.05,0.02,0.07692307692307693,0.0,0.01,0.0,0.12,2.9664562618569255,0.72,0.27941176470588236,0.02,0.0,0.00504,0.0,0.0,0.075,0.01,0.0,0.01386,0.01134,0.01134,0.0,0.00756,0.0,0.02016
2018-05-20,0.7902639481586851,0.0,0.03389830508474576,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.04,0.04,0.02,0.01,0.01,0.0126,0.0,0.11,0.0,0.0,0.00504,14.832281309284628,0.09090909090909091,0.028980000000000002,0.12,0.00756,0.030303030303030304,0.04,0.03,0.07692307692307693,0.0,0.0,4.449684392785388,0.11,28.181334487640793,0.33,0.16176470588235295,0.02,0.0,0.0,0.01,0.0,0.075,0.0,0.0,0.0,0.01008,0.0063,0.08,0.0,0.0,0.0
2018-05-27,0.5926979611190137,0.0,0.03389830508474576,0.01,0.0,0.0,0.0,0.03024,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.0,0.02,0.0,0.00504,0.11,0.0,0.0,0.0126,2.9664562618569255,0.09090909090909091,0.04536,0.11,0.0,0.030303030303030304,0.04,0.02,0.07692307692307693,0.0,0.0,1.4832281309284627,0.12,10.38259691649924,0.12,1.4705882352941178,0.03,0.02142,0.0,0.0,0.0,0.075,0.0,0.016380000000000002,0.00504,0.00756,0.0126,0.01,0.0,0.0,0.0
2018-06-03,0.7902639481586851,0.0,0.05084745762711865,0.01,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.06,0.04,0.02,0.0,0.02,0.0,0.0,0.16,0.0,0.0,0.0,2.9664562618569255,0.045454545454545456,0.04032,0.13,0.0,0.06060606060606061,0.06,0.03,0.11538461538461539,0.0,0.0,20.76519383299848,0.11,2.9664562618569255,0.15,0.23529411764705882,0.03,0.0,0.0,0.0,0.01,0.075,0.01,0.0,0.00504,0.0,0.00504,0.0,0.008820000000000001,0.0,0.00756
2018-06-10,0.9878299351983563,0.0,0.03389830508474576,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.02,0.00756,0.0,0.12,0.0,0.0,0.0,1.4832281309284627,0.09090909090909091,0.03906,0.09,0.0189,0.06060606060606061,0.07,0.02,0.11538461538461539,0.0,0.0,11.865825047427702,0.14,2.9664562618569255,0.12,0.07352941176470588,0.02,0.0,0.00504,0.01,0.01,0.05,0.12,0.0,0.0,0.01134,0.00756,0.0,0.00756,0.0,0.0
2018-06-17,0.7902639481586851,0.0,0.03389830508474576,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.03,0.00378,0.0063,0.14,0.00504,0.0,0.0,1.4832281309284627,0.045454545454545456,0.01512,0.08,0.0063,3.0303030303030303,0.04,0.02,0.07692307692307693,0.0,0.01,2.9664562618569255,0.14,2.9664562618569255,0.12,0.11764705882352941,0.01,0.0,0.0,0.0,0.01,0.025,0.04,0.0,0.01008,0.01512,0.00504,0.01,0.0,0.00378,0.00756
2018-06-24,0.9878299351983563,0.0,0.03389830508474576,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.05,0.04,0.01,0.01,0.02,0.0,0.008820000000000001,0.13,0.0,0.0,0.0,1.4832281309284627,0.0,0.03402,0.1,0.01386,0.2727272727272727,0.03,0.03,0.07692307692307693,0.0,0.0,1.4832281309284627,0.1,1.4832281309284627,0.11,0.08823529411764706,0.0,0.0,0.0,0.01,0.01,0.05,0.04,0.0,0.0,0.0,0.0126,0.0,0.00756,0.0,0.0
2018-07-01,0.7902639481586851,0.0,0.03389830508474576,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.02,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.0,1.4832281309284627,0.0,0.00756,0.08,0.0,0.06060606060606061,0.06,0.02,0.07692307692307693,0.0,0.0,1.4832281309284627,0.09,1.4832281309284627,0.08,0.058823529411764705,0.02,0.0,0.0,0.0,0.02,0.05,0.05,0.0,0.0,0.008820000000000001,0.0,0.01,0.0,0.0,0.0
2018-07-08,0.7902639481586851,0.0,0.05084745762711865,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.04,0.02,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0063,1.4832281309284627,0.0,0.02772,0.12,0.02268,0.06060606060606061,0.06,0.03,0.11538461538461539,0.0,0.0,1.4832281309284627,0.1,2.9664562618569255,0.12,0.10294117647058823,0.01,0.0,0.0,0.0,0.03,0.05,0.01,0.00756,0.0,0.00378,0.0,0.01,0.00504,0.0,0.0
2018-07-15,1.5805278963173701,0.0,0.03389830508474576,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.04,0.04,0.02,0.01,0.03,0.0,0.0063,0.17,0.01386,0.0,0.0,1.4832281309284627,0.045454545454545456,0.0189,0.12,0.0,0.030303030303030304,0.03,0.02,0.11538461538461539,0.0,0.0,1.4832281309284627,0.21,1.4832281309284627,0.12,0.11764705882352941,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01386,0.0,0.0,0.00756,0.02394,0.0
2018-07-22,0.9878299351983563,0.0,0.03389830508474576,0.03,0.0,0.0,0.0,0.00504,0.01,0.0,0.0,0.01,0.06,0.0,0.02,0.0,0.03,0.0,0.0126,0.15,0.0,0.0,0.0441,1.4832281309284627,0.045454545454545456,0.03906,0.12,0.01134,0.030303030303030304,0.09,0.01,0.11538461538461539,0.0,0.0,0.0,0.15,2.9664562618569255,0.15,0.08823529411764706,0.02,0.0,0.0,0.0,0.01,0.05,0.03,0.0,0.0,0.0,0.01008,0.01,0.00378,0.0,0.0
2018-07-29,0.9878299351983563,0.0,0.06779661016949153,0.01,0.01,0.0,0.0,0.00756,0.0,0.0,0.0,0.01,0.06,0.04,0.0,0.0,0.02,0.00504,0.0,0.13,0.008820000000000001,0.58,0.04914,1.4832281309284627,0.0,0.02646,0.26,0.0,0.030303030303030304,0.06,0.02,0.07692307692307693,0.0,0.01,0.0,0.15,1.4832281309284627,0.08,0.058823529411764705,0.01,0.0063,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.0063,0.00756,0.01,0.0,0.00504,0.00504
2018-08-05,0.7902639481586851,0.0,0.01694915254237288,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.1,0.04,0.01,0.01,0.03,0.0,0.0,0.14,0.0,0.04,0.01386,1.4832281309284627,0.0,0.028980000000000002,0.14,0.008820000000000001,0.030303030303030304,0.07,0.02,0.11538461538461539,0.0,0.0,0.0,0.12,2.9664562618569255,0.04,0.058823529411764705,0.02,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.01386,0.01008,0.0,0.00756,0.01386,0.0
2018-08-12,0.7902639481586851,0.0,0.01694915254237288,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.04,0.01,0.0,0.03,0.0,0.0,0.14,0.0,0.02,0.00756,1.4832281309284627,0.045454545454545456,0.01008,0.11,0.0063,0.18181818181818182,0.06,0.02,0.07692307692307693,0.0,0.0,0.0,0.12,2.9664562618569255,0.03,0.058823529411764705,0.02,0.01512,0.0,0.0,0.01,0.05,0.98,0.0,0.0,0.0063,0.0,0.0,0.01134,0.0,0.008820000000000001
2018-08-19,0.9878299351983563,0.0,0.05084745762711865,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.04,0.01,0.0,0.01,0.0,0.0189,0.16,0.0,0.01,0.0504,1.4832281309284627,0.0,0.032760000000000004,0.11,0.016380000000000002,0.06060606060606061,0.07,0.02,0.07692307692307693,0.0,0.0,51.91298458249619,0.11,2.9664562618569255,0.05,0.07352941176470588,0.01,0.0063,0.0063,0.0,0.0,0.05,0.49,0.0,0.0,0.0,0.008820000000000001,0.01,0.0,0.00378,0.0
2018-08-26,0.7902639481586851,0.0,0.05084745762711865,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.04,0.02,0.0,0.01,0.0,0.0,0.12,0.0,0.01,0.0063,1.4832281309284627,0.0,0.036539999999999996,0.13,0.00756,0.06060606060606061,0.05,0.02,0.07692307692307693,0.0,0.05,8.899368785570775,0.14,2.9664562618569255,0.06,0.08823529411764706,0.02,0.0,0.0,0.0,0.01,0.025,0.47,0.0,0.0,0.0063,0.008820000000000001,0.0,0.0,0.0,0.0
2018-09-02,0.7902639481586851,0.0,0.03389830508474576,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.08,0.04,0.01,0.0,0.03,0.0,0.0,0.12,0.0,0.0,0.0063,1.4832281309284627,0.0,0.0063,0.11,0.00756,0.030303030303030304,0.07,0.03,0.11538461538461539,1.393939393939394,0.28,7.416140654642314,0.15,2.9664562618569255,0.06,0.08823529411764706,0.02,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.01134,0.0,0.0,0.02772,0.0,0.0
2018-09-09,0.5926979611190137,0.0,0.03389830508474576,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.06,0.04,0.0,0.0,0.05,0.0,0.00504,0.11,0.00756,0.0,0.01134,1.4832281309284627,0.045454545454545456,0.05292,0.11,0.05166,0.030303030303030304,0.04,0.02,0.11538461538461539,3.0303030303030303,0.11,2.9664562618569255,0.13,2.9664562618569255,0.04,0.058823529411764705,0.01,0.0,0.0063,0.0,0.01,0.05,0.19,0.0,0.0,0.00756,0.00756,0.01,0.0,0.0,0.0
2018-09-16,0.7902639481586851,0.0,0.05084745762711865,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.1,0.04,0.01,0.0,0.04,0.0,0.00756,0.12,0.00756,0.0,0.0,1.4832281309284627,0.0,0.032760000000000004,0.12,0.0,0.030303030303030304,0.05,0.01,0.15384615384615385,0.30303030303030304,0.09,2.9664562618569255,0.14,1.4832281309284627,0.03,0.11764705882352941,0.01,0.0,0.0063,0.0,0.0,0.05,0.05,0.01134,0.0,0.00378,0.00504,0.0,0.008820000000000001,0.0,0.0
2018-09-23,1.1853959222380275,0.0,0.05084745762711865,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.09,0.04,0.02,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.035280000000000006,1.4832281309284627,0.0,0.02772,0.11,0.0,0.030303030303030304,0.04,0.02,0.11538461538461539,0.09090909090909091,0.03,4.449684392785388,0.12,1.4832281309284627,0.02,0.17647058823529413,0.01,0.00504,0.0,0.0,0.01,0.05,0.07,0.0,0.0063,0.0,0.01008,0.01,0.0,0.0,0.0
2018-09-30,0.9878299351983563,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,0.00504,0.02,0.0,0.0,0.03,0.06,0.04,0.01,0.0,0.03,0.0,0.0,0.11,0.0,0.01,0.0126,1.4832281309284627,0.0,0.0189,0.08,0.01386,0.030303030303030304,0.05,0.01,0.07692307692307693,0.06060606060606061,0.04,5.932912523713851,0.12,1.4832281309284627,0.01,0.11764705882352941,0.02,0.0,0.00756,0.0,0.02,0.05,0.04,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-07,0.7902639481586851,0.0,0.03389830508474576,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.1,0.04,0.03,0.0,0.04,0.0,0.008820000000000001,0.1,0.0126,0.0,0.0126,1.4832281309284627,0.09090909090909091,0.03402,0.1,0.0,0.030303030303030304,0.06,0.03,0.11538461538461539,0.06060606060606061,0.02,2.9664562618569255,0.14,1.4832281309284627,0.02,0.07352941176470588,0.02,0.00378,0.0,0.02,0.01,0.05,0.03,0.00504,0.0,0.0,0.0063,0.01,0.0126,0.00378,0.0
2018-10-14,0.7902639481586851,0.0,0.06779661016949153,0.01,0.0,0.0,0.0,0.0063,0.02,0.0,0.0,0.02,0.07,0.04,0.01,0.0,0.03,0.0,0.0,0.12,0.01386,0.0,0.0,1.4832281309284627,0.0,0.01008,0.12,0.00504,0.030303030303030304,0.04,0.0,0.07692307692307693,0.030303030303030304,0.02,1.4832281309284627,0.09,1.4832281309284627,0.02,0.058823529411764705,0.01,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.00504,0.0,0.0063,0.0,0.01134,0.0,0.0
2018-10-21,0.9878299351983563,0.0,0.06779661016949153,0.02,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.08,0.0,0.01,0.01,0.02,0.0,0.0,0.11,0.0063,0.0,0.02394,1.4832281309284627,0.0,0.02394,0.11,0.00504,0.12121212121212122,0.13,0.02,0.07692307692307693,0.0,0.01,1.4832281309284627,0.09,1.4832281309284627,0.02,0.07352941176470588,0.01,0.02394,0.0,0.01,0.03,0.075,0.02,0.00504,0.0,0.01008,0.0,0.0,0.0,0.0,0.0
2018-10-28,0.7902639481586851,0.0,0.05084745762711865,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.04,0.02,0.0,0.01,0.0,0.00504,0.14,0.0,0.0,0.02142,1.4832281309284627,0.045454545454545456,0.02394,0.09,0.01008,0.030303030303030304,0.14,0.01,0.07692307692307693,0.030303030303030304,0.02,1.4832281309284627,0.12,2.9664562618569255,0.02,0.058823529411764705,0.01,0.08693999999999999,0.00378,0.0,0.01,0.05,0.02,0.00756,0.0,0.00504,0.017640000000000003,0.0,0.01386,0.02268,0.0
2018-11-04,2.1732258574363836,0.0,0.03389830508474576,0.02,0.0,0.0,0.01,0.00378,0.03,0.01,0.0,0.01,0.08,0.04,0.01,0.0,0.02,0.00378,0.0,0.12,0.0126,0.0,0.0,1.4832281309284627,0.09090909090909091,0.02016,0.17,0.0063,0.15151515151515152,0.17,0.02,0.11538461538461539,0.030303030303030304,0.02,4.449684392785388,0.16,1.4832281309284627,0.02,0.058823529411764705,0.02,0.01008,0.0,0.0,0.01,0.075,0.02,0.0,0.0,0.00504,0.016380000000000002,0.0,0.01386,0.0,0.0
2018-11-11,0.7902639481586851,0.0,0.03389830508474576,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.09,0.04,0.02,0.0,0.01,0.0,0.0,0.11,0.00504,0.01,0.0126,0.0,0.0,0.03024,0.12,0.0,0.06060606060606061,0.11,0.02,0.11538461538461539,0.0,0.01,2.9664562618569255,0.14,2.9664562618569255,0.05,0.04411764705882353,0.01,0.0,0.0,0.0,0.01,0.05,0.02,0.0,0.0,0.0063,0.00504,0.0,0.0,0.0,0.00756
2018-11-18,0.39513197407934253,0.0,0.03389830508474576,0.41,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.04,0.01,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.008820000000000001,0.0,0.0,0.02142,0.11,0.00756,0.030303030303030304,0.07,0.02,0.11538461538461539,0.0,0.01,1.4832281309284627,0.1,2.9664562618569255,0.03,0.014705882352941176,0.01,0.00504,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.016380000000000002,0.0,0.0063,0.0,0.0
2018-11-25,0.5926979611190137,0.0,0.03389830508474576,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.831145840652423,0.0,0.08,0.04,0.01,0.0,0.02,0.0,0.0,0.12,0.017640000000000003,0.01,0.0,0.0,0.0,0.0315,0.09,0.0063,0.12121212121212122,0.07,0.02,0.11538461538461539,0.030303030303030304,0.0,1.4832281309284627,0.08,2.9664562618569255,0.05,0.029411764705882353,0.01,0.0,0.0,0.01,0.0,0.025,0.01,0.0,0.0,0.00504,0.00504,0.0,0.0,0.01134,0.0
2018-12-02,0.7902639481586851,0.0,0.05084745762711865,0.17,0.0,0.01,0.0,0.0063,0.01,0.0,0.0,0.01,0.09,0.0,0.01,0.0,0.01,0.0,0.0,0.13,0.00504,0.0,0.00504,0.0,0.0,0.016380000000000002,0.1,0.00756,0.030303030303030304,0.04,0.02,0.07692307692307693,0.030303030303030304,0.0,0.0,0.1,2.9664562618569255,0.03,0.04411764705882353,0.01,0.008820000000000001,0.0,0.0,0.0,0.075,0.02,0.0,0.01008,0.0,0.02268,0.0,0.01008,0.0,0.0
2018-12-09,0.7902639481586851,0.0,0.03389830508474576,0.07,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.07,0.04,0.02,0.01,0.01,0.01008,0.0,0.14,0.0,0.0,0.00504,1.4832281309284627,0.0,0.0315,0.08,0.0,0.030303030303030304,0.06,0.02,0.11538461538461539,0.030303030303030304,0.0,1.4832281309284627,0.08,1.4832281309284627,0.03,0.04411764705882353,0.01,0.0,0.0,0.0,0.01,0.05,0.01,0.00756,0.00756,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,0.5926979611190137,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.05,0.04,0.02,0.0,0.02,0.00756,0.0,0.11,0.0126,0.0,0.0,1.4832281309284627,0.045454545454545456,0.02772,0.1,0.016380000000000002,0.030303030303030304,0.06,0.02,0.07692307692307693,0.030303030303030304,0.0,1.4832281309284627,0.09,2.9664562618569255,0.02,0.058823529411764705,0.01,0.0,0.01008,0.01,0.01,0.05,0.01,0.0,0.0,0.00504,0.0063,0.0,0.0126,0.0,0.0
2018-12-23,0.39513197407934253,0.0,0.03389830508474576,0.01,0.0,0.0,0.0,0.00504,0.02,0.01,0.0,0.02,0.1,0.04,0.01,0.0,0.02,0.0,0.0,0.14,0.0,0.01,0.0063,1.4832281309284627,0.0,0.01386,0.06,0.0,0.030303030303030304,0.05,0.0,0.038461538461538464,0.030303030303030304,0.0,0.0,0.11,2.9664562618569255,0.03,0.029411764705882353,0.01,0.016380000000000002,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.01386,0.0,0.00756,0.00504,0.0
2018-12-30,0.5926979611190137,0.0,0.03389830508474576,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.09,0.04,0.02,0.0,0.01,0.0,0.0,0.15,0.0,0.01,0.008820000000000001,1.4832281309284627,0.0,0.0189,0.11,0.01386,0.0,0.06,0.02,0.11538461538461539,0.030303030303030304,0.01,0.0,0.11,4.449684392785388,0.03,0.04411764705882353,0.01,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.00756,0.00504,0.01,0.0,0.0,0.0
